0,1,2,3,4,5,6,7,8
0.4446065,-1.2243714,-4.3695536,5.4287143,3354.1975,3113.0442,2.003131,-0.878091,136.24
0.50776887,-1.2185007,-4.399164,5.441261,3417.5056,3153.731,2.0035439,-0.8773705,87.9
0.51879656,-1.2079663,-4.4254937,5.4230547,3422.8245,3153.0403,2.026884,-0.8780361,122.33
0.4603817,-1.2404907,-4.3737473,5.4551964,3472.068,3243.9556,1.9164801,-0.87682563,150.56
0.47178286,-1.2295251,-4.3977547,5.4348416,3460.435,3245.3767,1.9433659,-0.87742585,98.65
0.53546953,-1.2229356,-4.424318,5.4478397,3544.4019,3262.1335,1.941977,-0.87670255,117.6
0.54532313,-1.212736,-4.447527,5.4295597,3540.942,3282.4753,1.9663148,-0.87730885,131.9
0.60619193,-1.2061968,-4.4712543,5.4420953,3626.544,3304.6572,1.9694855,-0.8766092,156.12
0.5598152,-1.2286488,-4.44921,5.453799,3662.19,3374.4993,1.8829699,-0.8760734,163
0.56911254,-1.2189173,-4.469382,5.4353304,3640.8794,3394.2896,1.9030992,-0.8765998,157.72
0.6307718,-1.21098,-4.494269,5.447539,3741.6406,3417.264,1.9060897,-0.8758734,121.35
0.47265187,-1.246344,-4.382653,5.438455,3467.208,3304.818,1.9552759,-0.8765441,106.91
0.48612878,-1.2324098,-4.403956,5.4155025,3496.8535,3277.2976,1.981686,-0.87717795,75.39
0.5491549,-1.2270069,-4.4315796,5.432197,3520.6528,3295.3843,1.9773309,-0.87646097,109.45
0.5638942,-1.2138455,-4.459463,5.4106774,3536.1987,3272.738,2.0014331,-0.87714934,116.16
0.6219778,-1.2091025,-4.4830933,5.4250875,3593.3352,3314.967,2.0044777,-0.87642723,125.96
0.57526493,-1.2328391,-4.4540606,5.4399114,3638.4346,3408.8093,1.9189636,-0.8757821,140.06
0.5863009,-1.2210995,-4.475977,5.419882,3643.1658,3402.5688,1.943358,-0.8764947,141.5
0.646941,-1.2145848,-4.4988227,5.43377,3711.2568,3425.9487,1.94559,-0.8757164,131.7
0.66900444,-1.2222724,-4.512749,5.4420376,3792.873,3499.7349,1.8833289,-0.8751079,162.82
0.14510532,-1.3500677,-4.5412803,5.3316126,2771.8647,2658.081,1.7520634,-0.8813064,130.37896
0.12452366,-1.3515978,-4.529232,5.3344717,2747.141,2627.0957,1.7526213,-0.88148737,162.5002
0.13860704,-1.3466583,-4.535431,5.3339043,2775.7322,2630.9768,1.7545551,-0.881472,183.56845
0.17371355,-1.3402126,-4.553814,5.3305254,2836.2205,2667.6804,1.7579579,-0.8812792,76.24934
0.16668488,-1.34845,-4.5528703,5.329158,2807.8938,2699.4475,1.7529317,-0.8811226,112.31726
0.15929158,-1.3449835,-4.5475674,5.3311477,2806.7107,2662.327,1.754237,-0.8812901,114.92645
0.16192086,-1.3455684,-4.548389,5.3283567,2822.9443,2692.2986,1.7625421,-0.88123506,161.29429
0.1768571,-1.3406925,-4.554376,5.3278484,2856.2812,2702.1482,1.7667125,-0.8812233,159.11218
0.16150339,-1.3423147,-4.5499153,5.3269796,2817.611,2672.9438,1.7602727,-0.8814048,125.08105
