,0
1237,31.035168
1238,23.079065
1239,24.315882
1240,31.119686
1241,32.205982
1242,43.45091
1243,40.23382
1244,40.194893
1245,40.245533
1246,35.93651
1247,29.324734
1248,29.40932
1249,22.61764
1250,22.716562
1251,18.781094
1252,27.045498
1253,32.385662
1254,32.385662
1255,43.428173
1256,39.517204
1257,40.181625
1258,40.247097
1259,32.548397
1260,28.857752
1261,30.546812
1262,22.223608
1263,18.497665
1264,22.76568
1265,27.302896
1266,32.383266
1267,33.208317
1268,24.732197
1269,42.00411
1270,39.31787
1271,39.289387
1272,40.1572
1273,33.083347
1274,32.513226
1275,31.128529
1276,23.046587
1277,22.202108
1278,24.02892
1279,28.120327
1280,71.93775
1281,70.65089
1282,70.05605
1283,70.30284
1284,42.518684
1285,41.888657
1286,39.289387
1287,32.947857
1288,33.82203
1289,37.1551
1290,29.063238
1291,19.545835
1292,23.480429
1293,59.511917
1294,59.36588
1295,70.49723
1296,71.065834
1297,71.081696
1298,70.38639
1299,73.82936
1300,45.758747
1301,45.73363
1302,45.165573
1303,34.855972
1304,34.822945
1305,36.831722
1306,28.917376
1307,17.167494
1308,26.645807
1309,58.83861
1310,58.06291
1311,70.91845
1312,70.91075
1313,71.075424
1314,71.35952
1315,45.990906
1316,52.570694
1317,45.885353
1318,45.73268
1319,45.710026
1320,39.80741
1321,34.826393
1322,37.146114
1323,28.97315
1324,22.847464
1325,54.521965
1326,53.6693
1327,70.81196
1328,70.654076
1329,70.82698
1330,70.58431
1331,59.620644
1332,46.688587
1333,53.87955
1334,52.61011
1335,45.80229
1336,45.73268
1337,45.710026
1338,35.634315
1339,36.02171
1340,37.361324
1341,30.433475
1342,57.403233
1343,73.08999
1344,70.26898
1345,70.267395
1346,70.81341
1347,70.85463
1348,70.32538
1349,60.14455
1350,53.88191
1351,52.611095
1352,52.636303
1353,52.63653
1354,43.484722
1355,43.462067
1356,35.619698
1357,37.102127
1358,62.132362
1359,53.77616
1360,73.45806
1361,74.46576
1362,73.93386
1363,70.27134
1364,70.288445
1365,71.01236
1366,71.92386
1367,46.69601
1368,53.350605
1369,49.728413
1370,49.728413
1371,48.545464
1372,34.917923
1373,34.897488
1374,39.00627
1375,34.88417
1376,34.88417
1377,34.84635
1378,38.618378
1379,34.84635
1380,34.84635
1381,34.842155
1382,34.8256
1383,38.58535
1384,34.82785
1385,34.820503
1386,34.816334
1387,34.813324
1388,34.71526
1389,38.510468
1390,34.817535
1391,34.80457
1392,34.700417
1393,34.715816
1394,34.718967
1395,35.13837
1396,40.825027
1397,34.12311
1398,34.702904
1399,34.70706
1400,35.125675
1401,35.124622
1402,36.476818
1403,32.613228
1404,32.822666
1405,45.75485
1406,34.025604
1407,35.127068
1408,35.130173
1409,40.910423
1410,32.59948
1411,32.566887
1412,32.53124
1413,30.064201
1414,49.779697
1415,47.734985
1416,34.448715
1417,40.878803
1418,37.17266
1419,36.999157
1420,32.526474
1421,29.807634
1422,29.936518
1423,30.151537
1424,52.325123
1425,51.81957
1426,36.06293
1427,36.31701
1428,36.30317
1429,36.973835
1430,29.801973
1431,29.925865
1432,29.884548
1433,22.628317
1434,27.063683
1435,44.897182
1436,53.996784
1437,39.748253
1438,35.93569
1439,36.281853
1440,29.11666
1441,29.805758
1442,29.890629
1443,31.33835
1444,22.716562
1445,18.755396
1446,27.234772
1447,49.633892
1448,40.383224
1449,40.274227
1450,39.71961
1451,28.77103
1452,29.32445
1453,29.408937
1454,31.343899
1455,22.711506
1456,19.754229
1457,23.143106
1458,27.303358
1459,32.383266
1460,42.019318
1461,39.318462
1462,40.157177
1463,40.25003
1464,32.55586
1465,28.856998
1466,30.546812
1467,22.816631
1468,19.75914
1469,23.699173
1470,23.778849
1471,16.15317
1472,19.565474
1473,24.030863
1474,42.527164
1475,41.902325
1476,39.288437
1477,32.990406
1478,33.916424
1479,33.048317
1480,22.414083
1481,23.052856
1482,22.214602
1483,55.211483
1484,54.971706
1485,54.62193
1486,59.13502
1487,71.07075
1488,71.081696
1489,42.64434
1490,42.446777
1491,42.86241
1492,36.236877
1493,37.066975
1494,38.302948
1495,29.158175
1496,16.909088
1497,53.72973
1498,52.502743
1499,52.984047
1500,53.65605
1501,54.158863
1502,70.89378
1503,71.081696
1504,71.18663
1505,45.68684
1506,45.710026
1507,45.724644
1508,39.810036
1509,35.694054
1510,37.146114
1511,28.811209
1512,48.81933
1513,51.50729
1514,52.92396
1515,52.92396
1516,49.649124
1517,50.160057
1518,50.18144
1519,71.17237
1520,60.331226
1521,44.1974
1522,45.68684
1523,45.710026
1524,39.368496
1525,39.391037
1526,39.773758
1527,28.826433
1528,50.573433
1529,51.061813
1530,47.9463
1531,48.36548
1532,49.17192
1533,49.6805
1534,49.689877
1535,71.770905
1536,49.34956
1537,44.1974
1538,51.388363
1539,50.532993
1540,41.678455
1541,41.6558
1542,35.36011
1543,35.3417
1544,35.343124
1545,61.66327
1546,53.0254
1547,52.07131
1548,52.02959
1549,48.623394
1550,48.637848
1551,49.6805
1552,50.25046
1553,71.63437
1554,44.007984
1555,51.389362
1556,50.718174
1557,50.60553
1558,53.280914
1559,41.70164
1560,35.36011
1561,35.327084
1562,59.797848
1563,59.565746
1564,51.346466
1565,55.96202
1566,52.82018
1567,52.304317
1568,54.706707
1569,49.99996
1570,50.814816
1571,46.599464
1572,41.040184
1573,48.29036
1574,47.626095
1575,50.465496
1576,48.79345
1577,27.374382
1578,37.834
1579,38.679867
1580,60.581085
1581,55.591473
1582,55.04808
1583,55.87922
1584,55.928772
1585,50.384018
1586,47.026325
1587,68.443985
1588,57.394413
1589,48.1615
1590,50.15246
1591,48.787548
1592,48.817287
1593,48.817287
1594,34.8664
1595,34.8664
1596,34.828583
1597,35.064484
1598,34.852097
1599,34.81008
1600,34.824387
1601,34.81704
1602,35.01781
1603,34.81563
1604,34.81563
1605,34.770275
1606,34.78191
1607,34.686996
1608,34.94018
1609,34.808975
1610,34.773155
1611,34.773155
1612,34.670097
1613,34.683846
1614,35.10801
1615,35.124725
1616,47.431923
1617,34.6683
1618,34.67634
1619,34.675648
1620,35.09426
1621,35.09265
1622,36.463173
1623,32.72619
1624,38.89996
1625,47.334415
1626,47.69011
1627,35.09945
1628,35.09876
1629,32.61811
1630,32.71873
1631,32.52061
1632,32.49904
1633,42.53308
1634,47.782623
1635,47.75674
1636,53.46852
1637,37.059826
1638,36.967743
1639,32.520103
1640,32.50061
1641,29.771751
1642,29.863403
1643,45.41205
1644,44.647854
1645,49.754974
1646,49.763615
1647,36.951084
1648,36.93575
1649,36.93575
1650,29.788328
1651,29.8583
1652,30.992012
1653,22.68406
1654,51.495373
1655,44.929756
1656,53.440235
1657,49.609123
1658,36.268898
1659,29.103546
1660,29.789488
1661,29.877354
1662,29.876984
1663,22.786608
1664,19.928055
1665,21.845661
1666,51.13172
1667,49.223957
1668,53.937897
1669,53.406624
1670,28.758078
1671,29.311497
1672,29.395292
1673,29.875212
1674,22.609194
1675,22.69682
1676,18.50501
1677,22.485443
1678,15.315823
1679,48.73299
1680,48.647537
1681,49.107143
1682,46.710438
1683,32.26663
1684,28.857094
1685,30.847559
1686,31.489214
1687,23.52052
1688,11.421456
1689,15.433133
1690,14.576987
1691,14.587243
1692,15.278442
1693,48.770023
1694,48.647537
1695,48.564423
1696,36.405735
1697,33.875244
1698,34.503014
1699,22.608917
1700,26.325787
1701,51.18616
1702,53.901894
1703,54.34724
1704,53.405266
1705,53.399715
1706,53.66776
1707,54.16844
1708,48.57246
1709,45.719456
1710,45.734074
1711,39.819466
1712,39.65949
1713,38.61734
1714,24.41456
1715,48.77792
1716,52.42014
1717,52.92396
1718,53.405266
1719,53.405266
1720,53.399715
1721,48.711533
1722,54.189823
1723,71.95746
1724,45.69627
1725,45.719456
1726,39.392773
1727,39.350086
1728,40.64284
1729,32.79101
1730,54.660942
1731,51.8721
1732,51.92851
1733,48.915585
1734,48.915585
1735,49.41448
1736,44.438076
1737,45.47466
1738,51.00827
1739,71.86929
1740,33.397007
1741,45.69627
1742,45.710026
1743,39.368496
1744,39.350086
1745,36.7964
1746,61.537464
1747,51.56542
1748,51.584244
1749,48.367058
1750,48.36548
1751,48.931618
1752,43.93881
1753,44.523373
1754,45.52951
1755,51.135567
1756,49.34956
1757,40.586613
1758,51.384304
1759,41.678455
1760,41.6558
1761,35.36336
1762,35.3417
1763,59.797848
1764,59.56129
1765,51.807297
1766,56.03604
1767,52.02959
1768,48.38309
1769,49.152195
1770,44.517357
1771,44.524094
1772,45.1738
1773,12.540233
1774,40.479225
1775,40.472588
1776,47.967785
1777,46.955395
1778,42.0888
1779,35.36336
1780,37.887768
1781,59.277313
1782,59.984867
1783,57.549118
1784,57.618538
1785,56.493114
1786,52.02898
1787,49.24579
1788,41.298103
1789,42.117683
1790,19.979805
1791,9.08522
1792,16.920158
1793,35.91084
1794,46.704594
1795,46.254852
1796,37.677197
1797,37.210552
1798,40.271393
1799,52.74553
1800,55.16732
1801,55.253124
1802,55.058357
1803,53.70454
1804,44.659355
1805,41.3103
1806,41.828083
1807,19.746714
1808,16.378817
1809,36.741764
1810,46.062393
1811,46.06694
1812,49.383724
1813,18.637035
1814,37.74848
1815,48.1183
1816,53.97233
1817,54.59029
1818,54.787807
1819,54.885757
1820,51.04183
1821,46.97317
1822,44.41067
1823,10.822479
1824,36.827427
1825,46.948635
1826,46.10774
1827,49.26861
1828,48.670338
1829,34.85345
1830,34.81563
1831,34.81008
1832,34.824387
1833,34.764484
1834,34.816322
1835,34.81563
1836,34.808285
1837,34.767605
1838,34.78191
1839,34.66341
1840,47.40343
1841,34.776855
1842,34.773155
1843,34.67246
1844,34.66954
1845,35.093704
1846,35.106956
1847,47.449112
1848,47.42876
1849,34.67634
1850,34.67634
1851,35.09981
1852,35.0982
1853,36.4311
1854,32.62631
1855,38.82158
1856,40.51094
1857,47.330112
1858,47.694958
1859,35.09945
1860,36.437206
1861,32.617554
1862,32.519825
1863,32.494503
1864,42.486397
1865,40.865982
1866,40.933266
1867,47.768032
1868,49.65428
1869,37.165997
1870,32.525932
1871,32.50061
1872,32.500053
